filename,genre,mood,energy,valence,arousal,color_temperature,complexity,motion_speed,style,brightness,label_source
991.mp3,,,,0.262,0.312,,,,,,deam
993.mp3,,,,0.425,0.35,,,,,,deam
994.mp3,,,,0.7,0.538,,,,,,deam
995.mp3,,,,0.462,0.175,,,,,,deam
996.mp3,,,,0.625,0.712,,,,,,deam
997.mp3,,,,0.675,0.712,,,,,,deam
999.mp3,,,,0.387,0.612,,,,,,deam
1000.mp3,,,,0.725,0.575,,,,,,deam
1001.mp3,,,,0.425,0.35,,,,,,deam
1002.mp3,,,,0.438,0.275,,,,,,deam
1003.mp3,,,,0.538,0.288,,,,,,deam
1004.mp3,,,,0.35,0.462,,,,,,deam
1005.mp3,,,,0.55,0.512,,,,,,deam
1006.mp3,,,,0.45,0.425,,,,,,deam
1007.mp3,,,,0.525,0.55,,,,,,deam
1008.mp3,,,,0.625,0.55,,,,,,deam
1009.mp3,,,,0.312,0.338,,,,,,deam
1010.mp3,,,,0.688,0.688,,,,,,deam
1011.mp3,,,,0.438,0.25,,,,,,deam
1012.mp3,,,,0.412,0.238,,,,,,deam
1013.mp3,,,,0.275,0.312,,,,,,deam
1014.mp3,,,,0.488,0.438,,,,,,deam
1015.mp3,,,,0.612,0.662,,,,,,deam
1016.mp3,,,,0.288,0.112,,,,,,deam
1017.mp3,,,,0.387,0.35,,,,,,deam
1018.mp3,,,,0.338,0.188,,,,,,deam
1019.mp3,,,,0.412,0.225,,,,,,deam
1020.mp3,,,,0.3,0.188,,,,,,deam
1021.mp3,,,,0.65,0.475,,,,,,deam
1022.mp3,,,,0.288,0.288,,,,,,deam
1023.mp3,,,,0.238,0.162,,,,,,deam
1024.mp3,,,,0.275,0.238,,,,,,deam
1025.mp3,,,,0.512,0.638,,,,,,deam
1026.mp3,,,,0.338,0.225,,,,,,deam
1027.mp3,,,,0.45,0.35,,,,,,deam
1028.mp3,,,,0.438,0.475,,,,,,deam
1029.mp3,,,,0.362,0.438,,,,,,deam
1030.mp3,,,,0.588,0.525,,,,,,deam
1031.mp3,,,,0.475,0.5,,,,,,deam
1032.mp3,,,,0.288,0.387,,,,,,deam
1033.mp3,,,,0.538,0.575,,,,,,deam
1034.mp3,,,,0.288,0.225,,,,,,deam
1035.mp3,,,,0.412,0.4,,,,,,deam
1036.mp3,,,,0.475,0.25,,,,,,deam
1037.mp3,,,,0.5,0.425,,,,,,deam
1038.mp3,,,,0.5,0.387,,,,,,deam
1039.mp3,,,,0.662,0.45,,,,,,deam
1040.mp3,,,,0.65,0.538,,,,,,deam
1041.mp3,,,,0.575,0.55,,,,,,deam
1042.mp3,,,,0.5,0.412,,,,,,deam
1043.mp3,,,,0.488,0.5,,,,,,deam
1044.mp3,,,,0.762,0.638,,,,,,deam
1045.mp3,,,,0.425,0.262,,,,,,deam
1046.mp3,,,,0.575,0.5,,,,,,deam
1047.mp3,,,,0.538,0.425,,,,,,deam
1048.mp3,,,,0.5,0.712,,,,,,deam
1049.mp3,,,,0.538,0.712,,,,,,deam
1050.mp3,,,,0.625,0.6,,,,,,deam
1051.mp3,,,,0.525,0.538,,,,,,deam
1052.mp3,,,,0.562,0.7,,,,,,deam
1053.mp3,,,,0.438,0.662,,,,,,deam
1054.mp3,,,,0.338,0.662,,,,,,deam
1055.mp3,,,,0.338,0.662,,,,,,deam
1056.mp3,,,,0.4,0.5,,,,,,deam
1057.mp3,,,,0.462,0.762,,,,,,deam
1058.mp3,,,,0.375,0.6,,,,,,deam
1059.mp3,,,,0.462,0.812,,,,,,deam
1060.mp3,,,,0.525,0.638,,,,,,deam
1061.mp3,,,,0.688,0.65,,,,,,deam
1062.mp3,,,,0.387,0.412,,,,,,deam
1063.mp3,,,,0.525,0.675,,,,,,deam
1064.mp3,,,,0.525,0.762,,,,,,deam
1065.mp3,,,,0.625,0.675,,,,,,deam
1066.mp3,,,,0.638,0.562,,,,,,deam
1067.mp3,,,,0.375,0.3,,,,,,deam
1068.mp3,,,,0.612,0.538,,,,,,deam
1069.mp3,,,,0.412,0.575,,,,,,deam
1070.mp3,,,,0.525,0.6,,,,,,deam
1071.mp3,,,,0.688,0.538,,,,,,deam
1072.mp3,,,,0.662,0.562,,,,,,deam
1073.mp3,,,,0.525,0.35,,,,,,deam
1074.mp3,,,,0.725,0.675,,,,,,deam
1075.mp3,,,,0.675,0.7,,,,,,deam
1076.mp3,,,,0.625,0.5,,,,,,deam
1077.mp3,,,,0.675,0.475,,,,,,deam
1078.mp3,,,,0.725,0.625,,,,,,deam
1079.mp3,,,,0.738,0.575,,,,,,deam
1080.mp3,,,,0.625,0.5,,,,,,deam
1081.mp3,,,,0.5,0.312,,,,,,deam
1082.mp3,,,,0.712,0.675,,,,,,deam
1083.mp3,,,,0.638,0.7,,,,,,deam
1084.mp3,,,,0.512,0.3,,,,,,deam
1085.mp3,,,,0.638,0.525,,,,,,deam
1086.mp3,,,,0.612,0.412,,,,,,deam
1087.mp3,,,,0.625,0.675,,,,,,deam
1088.mp3,,,,0.788,0.7,,,,,,deam
1089.mp3,,,,0.675,0.7,,,,,,deam
1090.mp3,,,,0.575,0.7,,,,,,deam
1091.mp3,,,,0.588,0.6,,,,,,deam
1092.mp3,,,,0.6,0.662,,,,,,deam
1093.mp3,,,,0.6,0.625,,,,,,deam
1094.mp3,,,,0.675,0.662,,,,,,deam
1095.mp3,,,,0.65,0.65,,,,,,deam
1096.mp3,,,,0.35,0.325,,,,,,deam
1097.mp3,,,,0.562,0.55,,,,,,deam
1098.mp3,,,,0.725,0.662,,,,,,deam
1099.mp3,,,,0.588,0.612,,,,,,deam
1100.mp3,,,,0.662,0.575,,,,,,deam
1101.mp3,,,,0.338,0.175,,,,,,deam
1102.mp3,,,,0.162,0.438,,,,,,deam
1103.mp3,,,,0.325,0.312,,,,,,deam
1104.mp3,,,,0.4,0.425,,,,,,deam
1105.mp3,,,,0.35,0.338,,,,,,deam
1106.mp3,,,,0.25,0.362,,,,,,deam
1107.mp3,,,,0.25,0.275,,,,,,deam
1108.mp3,,,,0.475,0.338,,,,,,deam
1109.mp3,,,,0.4,0.175,,,,,,deam
1110.mp3,,,,0.512,0.55,,,,,,deam
1111.mp3,,,,0.275,0.238,,,,,,deam
1112.mp3,,,,0.262,0.162,,,,,,deam
1113.mp3,,,,0.3,0.25,,,,,,deam
1114.mp3,,,,0.3,0.288,,,,,,deam
1115.mp3,,,,0.425,0.362,,,,,,deam
1116.mp3,,,,0.588,0.25,,,,,,deam
1117.mp3,,,,0.4,0.3,,,,,,deam
1118.mp3,,,,0.375,0.112,,,,,,deam
1119.mp3,,,,0.3,0.138,,,,,,deam
1120.mp3,,,,0.3,0.225,,,,,,deam
1121.mp3,,,,0.362,0.162,,,,,,deam
1122.mp3,,,,0.725,0.55,,,,,,deam
1123.mp3,,,,0.262,0.262,,,,,,deam
1124.mp3,,,,0.55,0.512,,,,,,deam
1125.mp3,,,,0.488,0.25,,,,,,deam
1126.mp3,,,,0.362,0.275,,,,,,deam
1127.mp3,,,,0.3,0.25,,,,,,deam
1128.mp3,,,,0.338,0.213,,,,,,deam
1129.mp3,,,,0.312,0.175,,,,,,deam
1130.mp3,,,,0.35,0.262,,,,,,deam
1131.mp3,,,,0.438,0.3,,,,,,deam
1132.mp3,,,,0.45,0.3,,,,,,deam
1133.mp3,,,,0.5,0.175,,,,,,deam
1134.mp3,,,,0.387,0.138,,,,,,deam
1135.mp3,,,,0.262,0.213,,,,,,deam
1136.mp3,,,,0.438,0.3,,,,,,deam
1137.mp3,,,,0.412,0.4,,,,,,deam
1138.mp3,,,,0.425,0.338,,,,,,deam
1139.mp3,,,,0.512,0.188,,,,,,deam
1140.mp3,,,,0.612,0.55,,,,,,deam
1141.mp3,,,,0.438,0.325,,,,,,deam
1142.mp3,,,,0.275,0.138,,,,,,deam
1143.mp3,,,,0.35,0.512,,,,,,deam
1144.mp3,,,,0.338,0.45,,,,,,deam
1145.mp3,,,,0.462,0.175,,,,,,deam
1146.mp3,,,,0.2,0.3,,,,,,deam
1147.mp3,,,,0.45,0.325,,,,,,deam
1148.mp3,,,,0.3,0.25,,,,,,deam
1149.mp3,,,,0.375,0.2,,,,,,deam
1150.mp3,,,,0.387,0.162,,,,,,deam
1151.mp3,,,,0.5,0.575,,,,,,deam
1152.mp3,,,,0.638,0.575,,,,,,deam
1153.mp3,,,,0.362,0.188,,,,,,deam
1154.mp3,,,,0.362,0.425,,,,,,deam
1155.mp3,,,,0.4,0.412,,,,,,deam
1156.mp3,,,,0.75,0.575,,,,,,deam
1157.mp3,,,,0.738,0.638,,,,,,deam
1158.mp3,,,,0.65,0.65,,,,,,deam
1159.mp3,,,,0.6,0.625,,,,,,deam
1160.mp3,,,,0.675,0.55,,,,,,deam
1161.mp3,,,,0.387,0.188,,,,,,deam
1162.mp3,,,,0.325,0.35,,,,,,deam
1163.mp3,,,,0.65,0.538,,,,,,deam
1164.mp3,,,,0.325,0.262,,,,,,deam
1165.mp3,,,,0.312,0.225,,,,,,deam
1166.mp3,,,,0.45,0.288,,,,,,deam
1167.mp3,,,,0.325,0.225,,,,,,deam
1168.mp3,,,,0.425,0.288,,,,,,deam
1169.mp3,,,,0.362,0.225,,,,,,deam
1170.mp3,,,,0.262,0.138,,,,,,deam
1171.mp3,,,,0.325,0.112,,,,,,deam
1172.mp3,,,,0.362,0.188,,,,,,deam
1173.mp3,,,,0.412,0.375,,,,,,deam
1174.mp3,,,,0.325,0.288,,,,,,deam
1175.mp3,,,,0.338,0.3,,,,,,deam
1176.mp3,,,,0.488,0.213,,,,,,deam
1177.mp3,,,,0.525,0.288,,,,,,deam
1178.mp3,,,,0.488,0.438,,,,,,deam
1179.mp3,,,,0.3,0.387,,,,,,deam
1180.mp3,,,,0.288,0.2,,,,,,deam
1181.mp3,,,,0.338,0.425,,,,,,deam
1182.mp3,,,,0.213,0.15,,,,,,deam
1183.mp3,,,,0.338,0.275,,,,,,deam
1184.mp3,,,,0.4,0.162,,,,,,deam
1185.mp3,,,,0.65,0.475,,,,,,deam
1186.mp3,,,,0.338,0.112,,,,,,deam
1187.mp3,,,,0.425,0.387,,,,,,deam
1188.mp3,,,,0.462,0.288,,,,,,deam
1189.mp3,,,,0.475,0.275,,,,,,deam
1190.mp3,,,,0.312,0.15,,,,,,deam
1191.mp3,,,,0.425,0.2,,,,,,deam
1192.mp3,,,,0.338,0.238,,,,,,deam
1193.mp3,,,,0.425,0.362,,,,,,deam
1194.mp3,,,,0.3,0.188,,,,,,deam
1195.mp3,,,,0.4,0.375,,,,,,deam
1196.mp3,,,,0.35,0.213,,,,,,deam
1197.mp3,,,,0.362,0.225,,,,,,deam
1198.mp3,,,,0.312,0.1,,,,,,deam
1199.mp3,,,,0.438,0.312,,,,,,deam
1200.mp3,,,,0.275,0.325,,,,,,deam
1201.mp3,,,,0.625,0.562,,,,,,deam
1202.mp3,,,,0.387,0.213,,,,,,deam
1203.mp3,,,,0.375,0.3,,,,,,deam
1204.mp3,,,,0.7,0.562,,,,,,deam
1205.mp3,,,,0.625,0.588,,,,,,deam
1206.mp3,,,,0.512,0.6,,,,,,deam
1207.mp3,,,,0.462,0.3,,,,,,deam
1208.mp3,,,,0.65,0.45,,,,,,deam
1209.mp3,,,,0.425,0.213,,,,,,deam
1210.mp3,,,,0.35,0.175,,,,,,deam
1211.mp3,,,,0.562,0.462,,,,,,deam
1212.mp3,,,,0.312,0.213,,,,,,deam
1213.mp3,,,,0.262,0.225,,,,,,deam
1214.mp3,,,,0.65,0.538,,,,,,deam
1215.mp3,,,,0.65,0.575,,,,,,deam
1216.mp3,,,,0.562,0.538,,,,,,deam
1217.mp3,,,,0.362,0.2,,,,,,deam
1218.mp3,,,,0.362,0.387,,,,,,deam
1219.mp3,,,,0.412,0.15,,,,,,deam
1220.mp3,,,,0.325,0.15,,,,,,deam
1221.mp3,,,,0.55,0.538,,,,,,deam
1222.mp3,,,,0.387,0.275,,,,,,deam
1223.mp3,,,,0.45,0.575,,,,,,deam
1224.mp3,,,,0.65,0.725,,,,,,deam
1225.mp3,,,,0.3,0.45,,,,,,deam
1226.mp3,,,,0.362,0.35,,,,,,deam
1227.mp3,,,,0.462,0.588,,,,,,deam
1228.mp3,,,,0.55,0.288,,,,,,deam
1229.mp3,,,,0.525,0.412,,,,,,deam
1230.mp3,,,,0.538,0.338,,,,,,deam
1231.mp3,,,,0.562,0.688,,,,,,deam
1232.mp3,,,,0.738,0.662,,,,,,deam
1233.mp3,,,,0.562,0.475,,,,,,deam
1234.mp3,,,,0.45,0.25,,,,,,deam
1235.mp3,,,,0.488,0.6,,,,,,deam
1236.mp3,,,,0.438,0.488,,,,,,deam
1237.mp3,,,,0.387,0.288,,,,,,deam
1238.mp3,,,,0.562,0.512,,,,,,deam
1239.mp3,,,,0.662,0.712,,,,,,deam
1240.mp3,,,,0.213,0.2,,,,,,deam
1241.mp3,,,,0.387,0.338,,,,,,deam
1242.mp3,,,,0.462,0.412,,,,,,deam
1243.mp3,,,,0.6,0.588,,,,,,deam
1244.mp3,,,,0.45,0.338,,,,,,deam
1245.mp3,,,,0.675,0.538,,,,,,deam
1246.mp3,,,,0.438,0.262,,,,,,deam
1247.mp3,,,,0.425,0.662,,,,,,deam
1248.mp3,,,,0.338,0.25,,,,,,deam
1249.mp3,,,,0.512,0.575,,,,,,deam
1250.mp3,,,,0.75,0.8,,,,,,deam
1251.mp3,,,,0.738,0.662,,,,,,deam
1252.mp3,,,,0.525,0.512,,,,,,deam
1253.mp3,,,,0.387,0.25,,,,,,deam
1254.mp3,,,,0.462,0.65,,,,,,deam
1255.mp3,,,,0.3,0.125,,,,,,deam
1256.mp3,,,,0.588,0.562,,,,,,deam
1257.mp3,,,,0.5,0.35,,,,,,deam
1258.mp3,,,,0.588,0.575,,,,,,deam
1259.mp3,,,,0.325,0.225,,,,,,deam
1260.mp3,,,,0.775,0.688,,,,,,deam
1261.mp3,,,,0.35,0.262,,,,,,deam
1262.mp3,,,,0.438,0.475,,,,,,deam
1263.mp3,,,,0.6,0.512,,,,,,deam
1264.mp3,,,,0.45,0.325,,,,,,deam
1265.mp3,,,,0.6,0.562,,,,,,deam
1266.mp3,,,,0.575,0.512,,,,,,deam
1267.mp3,,,,0.438,0.338,,,,,,deam
1268.mp3,,,,0.538,0.338,,,,,,deam
1269.mp3,,,,0.312,0.425,,,,,,deam
1270.mp3,,,,0.45,0.538,,,,,,deam
1271.mp3,,,,0.45,0.462,,,,,,deam
1272.mp3,,,,0.375,0.275,,,,,,deam
1273.mp3,,,,0.475,0.575,,,,,,deam
1274.mp3,,,,0.625,0.55,,,,,,deam
1275.mp3,,,,0.312,0.225,,,,,,deam
1276.mp3,,,,0.475,0.562,,,,,,deam
1277.mp3,,,,0.238,0.15,,,,,,deam
1278.mp3,,,,0.512,0.387,,,,,,deam
1279.mp3,,,,0.575,0.4,,,,,,deam
1280.mp3,,,,0.612,0.55,,,,,,deam
1281.mp3,,,,0.55,0.438,,,,,,deam
1282.mp3,,,,0.725,0.675,,,,,,deam
1283.mp3,,,,0.288,0.525,,,,,,deam
1284.mp3,,,,0.662,0.7,,,,,,deam
1285.mp3,,,,0.512,0.488,,,,,,deam
1286.mp3,,,,0.35,0.25,,,,,,deam
1287.mp3,,,,0.438,0.412,,,,,,deam
1288.mp3,,,,0.525,0.3,,,,,,deam
1289.mp3,,,,0.5,0.425,,,,,,deam
1290.mp3,,,,0.7,0.7,,,,,,deam
1291.mp3,,,,0.325,0.188,,,,,,deam
1292.mp3,,,,0.575,0.525,,,,,,deam
1293.mp3,,,,0.588,0.512,,,,,,deam
1294.mp3,,,,0.612,0.562,,,,,,deam
1295.mp3,,,,0.738,0.675,,,,,,deam
1296.mp3,,,,0.5,0.612,,,,,,deam
1297.mp3,,,,0.475,0.338,,,,,,deam
1298.mp3,,,,0.738,0.575,,,,,,deam
1299.mp3,,,,0.438,0.462,,,,,,deam
1300.mp3,,,,0.625,0.438,,,,,,deam
1301.mp3,,,,0.425,0.225,,,,,,deam
1302.mp3,,,,0.425,0.35,,,,,,deam
1303.mp3,,,,0.638,0.688,,,,,,deam
1304.mp3,,,,0.525,0.662,,,,,,deam
1305.mp3,,,,0.462,0.65,,,,,,deam
1306.mp3,,,,0.538,0.538,,,,,,deam
1307.mp3,,,,0.512,0.55,,,,,,deam
1308.mp3,,,,0.6,0.538,,,,,,deam
1309.mp3,,,,0.688,0.8,,,,,,deam
1310.mp3,,,,0.512,0.425,,,,,,deam
1311.mp3,,,,0.387,0.312,,,,,,deam
1312.mp3,,,,0.538,0.375,,,,,,deam
1313.mp3,,,,0.4,0.25,,,,,,deam
1314.mp3,,,,0.387,0.387,,,,,,deam
1315.mp3,,,,0.75,0.675,,,,,,deam
1316.mp3,,,,0.525,0.375,,,,,,deam
1317.mp3,,,,0.538,0.65,,,,,,deam
1318.mp3,,,,0.475,0.412,,,,,,deam
1319.mp3,,,,0.688,0.575,,,,,,deam
1320.mp3,,,,0.35,0.688,,,,,,deam
1321.mp3,,,,0.438,0.588,,,,,,deam
1322.mp3,,,,0.688,0.562,,,,,,deam
1323.mp3,,,,0.562,0.5,,,,,,deam
1324.mp3,,,,0.638,0.712,,,,,,deam
1325.mp3,,,,0.612,0.6,,,,,,deam
1326.mp3,,,,0.638,0.5,,,,,,deam
1327.mp3,,,,0.562,0.225,,,,,,deam
1328.mp3,,,,0.425,0.213,,,,,,deam
1329.mp3,,,,0.538,0.4,,,,,,deam
1330.mp3,,,,0.588,0.775,,,,,,deam
1331.mp3,,,,0.538,0.425,,,,,,deam
1332.mp3,,,,0.188,0.162,,,,,,deam
1333.mp3,,,,0.438,0.588,,,,,,deam
1334.mp3,,,,0.35,0.85,,,,,,deam
1335.mp3,,,,0.55,0.575,,,,,,deam
1336.mp3,,,,0.325,0.213,,,,,,deam
1337.mp3,,,,0.5,0.688,,,,,,deam
1338.mp3,,,,0.65,0.675,,,,,,deam
1339.mp3,,,,0.775,0.725,,,,,,deam
1340.mp3,,,,0.675,0.588,,,,,,deam
1341.mp3,,,,0.312,0.275,,,,,,deam
1342.mp3,,,,0.688,0.675,,,,,,deam
1343.mp3,,,,0.625,0.55,,,,,,deam
1344.mp3,,,,0.662,0.562,,,,,,deam
1345.mp3,,,,0.438,0.238,,,,,,deam
1346.mp3,,,,0.688,0.575,,,,,,deam
1347.mp3,,,,0.45,0.375,,,,,,deam
1348.mp3,,,,0.6,0.662,,,,,,deam
1349.mp3,,,,0.525,0.525,,,,,,deam
1350.mp3,,,,0.375,0.2,,,,,,deam
1351.mp3,,,,0.662,0.612,,,,,,deam
1352.mp3,,,,0.712,0.675,,,,,,deam
1353.mp3,,,,0.538,0.675,,,,,,deam
1354.mp3,,,,0.45,0.125,,,,,,deam
1355.mp3,,,,0.662,0.35,,,,,,deam
1356.mp3,,,,0.525,0.525,,,,,,deam
1357.mp3,,,,0.438,0.625,,,,,,deam
1358.mp3,,,,0.625,0.625,,,,,,deam
1359.mp3,,,,0.325,0.3,,,,,,deam
1360.mp3,,,,0.562,0.238,,,,,,deam
1361.mp3,,,,0.425,0.188,,,,,,deam
1362.mp3,,,,0.425,0.55,,,,,,deam
1363.mp3,,,,0.512,0.325,,,,,,deam
1364.mp3,,,,0.412,0.65,,,,,,deam
1365.mp3,,,,0.688,0.675,,,,,,deam
1366.mp3,,,,0.55,0.662,,,,,,deam
1367.mp3,,,,0.762,0.775,,,,,,deam
1368.mp3,,,,0.3,0.288,,,,,,deam
1369.mp3,,,,0.725,0.7,,,,,,deam
1370.mp3,,,,0.412,0.387,,,,,,deam
1371.mp3,,,,0.588,0.55,,,,,,deam
1372.mp3,,,,0.475,0.525,,,,,,deam
1373.mp3,,,,0.7,0.588,,,,,,deam
1374.mp3,,,,0.625,0.387,,,,,,deam
1375.mp3,,,,0.575,0.575,,,,,,deam
1376.mp3,,,,0.75,0.7,,,,,,deam
1377.mp3,,,,0.338,0.262,,,,,,deam
1378.mp3,,,,0.562,0.588,,,,,,deam
1379.mp3,,,,0.6,0.588,,,,,,deam
1380.mp3,,,,0.387,0.438,,,,,,deam
1381.mp3,,,,0.638,0.762,,,,,,deam
1382.mp3,,,,0.475,0.462,,,,,,deam
1383.mp3,,,,0.575,0.25,,,,,,deam
1384.mp3,,,,0.6,0.55,,,,,,deam
1385.mp3,,,,0.625,0.625,,,,,,deam
1386.mp3,,,,0.612,0.5,,,,,,deam
1387.mp3,,,,0.638,0.438,,,,,,deam
1388.mp3,,,,0.725,0.85,,,,,,deam
1389.mp3,,,,0.4,0.288,,,,,,deam
1390.mp3,,,,0.638,0.662,,,,,,deam
1391.mp3,,,,0.412,0.588,,,,,,deam
1392.mp3,,,,0.65,0.712,,,,,,deam
1393.mp3,,,,0.65,0.387,,,,,,deam
1394.mp3,,,,0.625,0.387,,,,,,deam
1395.mp3,,,,0.462,0.312,,,,,,deam
1396.mp3,,,,0.638,0.625,,,,,,deam
1397.mp3,,,,0.412,0.288,,,,,,deam
1398.mp3,,,,0.738,0.825,,,,,,deam
1399.mp3,,,,0.638,0.675,,,,,,deam
1400.mp3,,,,0.575,0.6,,,,,,deam
1401.mp3,,,,0.6,0.538,,,,,,deam
1402.mp3,,,,0.575,0.188,,,,,,deam
1403.mp3,,,,0.575,0.512,,,,,,deam
1404.mp3,,,,0.35,0.213,,,,,,deam
1405.mp3,,,,0.338,0.15,,,,,,deam
1406.mp3,,,,0.362,0.338,,,,,,deam
1407.mp3,,,,0.325,0.35,,,,,,deam
1408.mp3,,,,0.4,0.5,,,,,,deam
1409.mp3,,,,0.488,0.338,,,,,,deam
1410.mp3,,,,0.625,0.425,,,,,,deam
1411.mp3,,,,0.362,0.213,,,,,,deam
1412.mp3,,,,0.45,0.275,,,,,,deam
1413.mp3,,,,0.412,0.387,,,,,,deam
1414.mp3,,,,0.338,0.375,,,,,,deam
1415.mp3,,,,0.588,0.462,,,,,,deam
1416.mp3,,,,0.425,0.213,,,,,,deam
1417.mp3,,,,0.45,0.175,,,,,,deam
1418.mp3,,,,0.412,0.35,,,,,,deam
1419.mp3,,,,0.338,0.188,,,,,,deam
1420.mp3,,,,0.475,0.262,,,,,,deam
1421.mp3,,,,0.4,0.275,,,,,,deam
1422.mp3,,,,0.387,0.225,,,,,,deam
1423.mp3,,,,0.4,0.562,,,,,,deam
1424.mp3,,,,0.438,0.312,,,,,,deam
1425.mp3,,,,0.512,0.525,,,,,,deam
1426.mp3,,,,0.7,0.675,,,,,,deam
1427.mp3,,,,0.5,0.488,,,,,,deam
1428.mp3,,,,0.462,0.312,,,,,,deam
1429.mp3,,,,0.25,0.162,,,,,,deam
1430.mp3,,,,0.45,0.275,,,,,,deam
1431.mp3,,,,0.387,0.387,,,,,,deam
1432.mp3,,,,0.338,0.2,,,,,,deam
1433.mp3,,,,0.375,0.325,,,,,,deam
1434.mp3,,,,0.338,0.225,,,,,,deam
1435.mp3,,,,0.325,0.538,,,,,,deam
1436.mp3,,,,0.462,0.35,,,,,,deam
1437.mp3,,,,0.512,0.438,,,,,,deam
1438.mp3,,,,0.325,0.238,,,,,,deam
1439.mp3,,,,0.387,0.238,,,,,,deam
1440.mp3,,,,0.512,0.488,,,,,,deam
1441.mp3,,,,0.5,0.375,,,,,,deam
1442.mp3,,,,0.538,0.225,,,,,,deam
1443.mp3,,,,0.6,0.238,,,,,,deam
1444.mp3,,,,0.45,0.262,,,,,,deam
1445.mp3,,,,0.512,0.325,,,,,,deam
1446.mp3,,,,0.6,0.275,,,,,,deam
1447.mp3,,,,0.425,0.387,,,,,,deam
1448.mp3,,,,0.425,0.425,,,,,,deam
1449.mp3,,,,0.45,0.387,,,,,,deam
1450.mp3,,,,0.588,0.5,,,,,,deam
1451.mp3,,,,0.512,0.475,,,,,,deam
1452.mp3,,,,0.4,0.362,,,,,,deam
1453.mp3,,,,0.375,0.35,,,,,,deam
1454.mp3,,,,0.525,0.325,,,,,,deam
1455.mp3,,,,0.387,0.4,,,,,,deam
1456.mp3,,,,0.412,0.15,,,,,,deam
1457.mp3,,,,0.55,0.475,,,,,,deam
1458.mp3,,,,0.4,0.462,,,,,,deam
1459.mp3,,,,0.55,0.512,,,,,,deam
1460.mp3,,,,0.475,0.362,,,,,,deam
1461.mp3,,,,0.538,0.4,,,,,,deam
1462.mp3,,,,0.475,0.362,,,,,,deam
1463.mp3,,,,0.288,0.25,,,,,,deam
1464.mp3,,,,0.475,0.425,,,,,,deam
1465.mp3,,,,0.525,0.338,,,,,,deam
1466.mp3,,,,0.638,0.438,,,,,,deam
1467.mp3,,,,0.375,0.4,,,,,,deam
1468.mp3,,,,0.338,0.125,,,,,,deam
1469.mp3,,,,0.262,0.275,,,,,,deam
1470.mp3,,,,0.512,0.275,,,,,,deam
1471.mp3,,,,0.788,0.725,,,,,,deam
1472.mp3,,,,0.5,0.525,,,,,,deam
1473.mp3,,,,0.638,0.625,,,,,,deam
1474.mp3,,,,0.7,0.675,,,,,,deam
1475.mp3,,,,0.412,0.275,,,,,,deam
1476.mp3,,,,0.438,0.512,,,,,,deam
1477.mp3,,,,0.512,0.438,,,,,,deam
1478.mp3,,,,0.512,0.312,,,,,,deam
1479.mp3,,,,0.5,0.512,,,,,,deam
1480.mp3,,,,0.475,0.538,,,,,,deam
1481.mp3,,,,0.362,0.338,,,,,,deam
1482.mp3,,,,0.412,0.3,,,,,,deam
1483.mp3,,,,0.362,0.35,,,,,,deam
1484.mp3,,,,0.425,0.35,,,,,,deam
1485.mp3,,,,0.462,0.35,,,,,,deam
1486.mp3,,,,0.338,0.238,,,,,,deam
1487.mp3,,,,0.412,0.175,,,,,,deam
1488.mp3,,,,0.488,0.362,,,,,,deam
1489.mp3,,,,0.488,0.45,,,,,,deam
1490.mp3,,,,0.35,0.262,,,,,,deam
1491.mp3,,,,0.475,0.525,,,,,,deam
1492.mp3,,,,0.288,0.225,,,,,,deam
1493.mp3,,,,0.375,0.638,,,,,,deam
1494.mp3,,,,0.488,0.35,,,,,,deam
1495.mp3,,,,0.425,0.362,,,,,,deam
1496.mp3,,,,0.638,0.6,,,,,,deam
1497.mp3,,,,0.425,0.325,,,,,,deam
1498.mp3,,,,0.475,0.35,,,,,,deam
1499.mp3,,,,0.475,0.438,,,,,,deam
1500.mp3,,,,0.35,0.275,,,,,,deam
1501.mp3,,,,0.5,0.488,,,,,,deam
1502.mp3,,,,0.775,0.75,,,,,,deam
1503.mp3,,,,0.612,0.387,,,,,,deam
1504.mp3,,,,0.625,0.612,,,,,,deam
1505.mp3,,,,0.4,0.488,,,,,,deam
1506.mp3,,,,0.5,0.475,,,,,,deam
1507.mp3,,,,0.562,0.588,,,,,,deam
1508.mp3,,,,0.612,0.538,,,,,,deam
1509.mp3,,,,0.612,0.55,,,,,,deam
1510.mp3,,,,0.387,0.575,,,,,,deam
1511.mp3,,,,0.562,0.575,,,,,,deam
1512.mp3,,,,0.35,0.525,,,,,,deam
1513.mp3,,,,0.638,0.662,,,,,,deam
1514.mp3,,,,0.45,0.55,,,,,,deam
1515.mp3,,,,0.425,0.475,,,,,,deam
1516.mp3,,,,0.575,0.488,,,,,,deam
1517.mp3,,,,0.625,0.5,,,,,,deam
1518.mp3,,,,0.638,0.662,,,,,,deam
1519.mp3,,,,0.5,0.575,,,,,,deam
1520.mp3,,,,0.538,0.538,,,,,,deam
1521.mp3,,,,0.475,0.488,,,,,,deam
1522.mp3,,,,0.525,0.588,,,,,,deam
1523.mp3,,,,0.738,0.475,,,,,,deam
1524.mp3,,,,0.575,0.425,,,,,,deam
1525.mp3,,,,0.438,0.438,,,,,,deam
1526.mp3,,,,0.612,0.612,,,,,,deam
1527.mp3,,,,0.438,0.462,,,,,,deam
1528.mp3,,,,0.562,0.45,,,,,,deam
1529.mp3,,,,0.55,0.588,,,,,,deam
